#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,https://www.earthscope.org/data/
UW|QDND|45.47908|-122.58245|73.6|Portland, OR, USA|2011-12-16T00:00:00|2012-07-13T00:00:00
UW|QEMS|46.98611|-122.81042|61.1|Lacey, WA, USA|2012-06-18T00:00:00|2599-12-31T23:59:59
UW|QFRZ|47.03468|-122.92066|56.6|Olympia, WA, USA|2010-09-28T00:00:00|2599-12-31T23:59:59
UW|QFUG|45.5742|-122.68601|49.8|Portland, OR, USA|2011-12-13T00:00:00|2599-12-31T23:59:59
UW|QHOP|47.06092|-122.8396|62.0|Olympia, WA, USA|2010-09-28T00:00:00|2599-12-31T23:59:59
UW|QJBC|45.463554|-122.79342|57.9|Beaverton, OR, USA|2012-03-07T00:00:00|2016-02-01T00:00:00
UW|QLIZ|47.00657|-122.92482|48.2|Tumwater, WA, USA|2010-09-28T00:00:00|2015-04-24T00:00:00
UW|QLUE|45.49184|-122.67915|87.0|Portland, OR, USA|2012-03-06T00:00:00|2599-12-31T23:59:59
UW|QMAD|45.53696|-122.6148|57.3|Portland, OR, USA|2011-12-15T00:00:00|2599-12-31T23:59:59
UW|QNCH|45.61489|-122.56893|90.2|Vancouver, WA, USA|2012-03-07T00:00:00|2599-12-31T23:59:59
UW|QNZO|45.50812|-122.80932|67.4|Portland, OR, USA|2012-03-06T00:00:00|2599-12-31T23:59:59
UW|QOCL|47.02649|-122.90044|53.3|Olympia, WA, USA|2010-09-02T00:00:00|2599-12-31T23:59:59
UW|QOCS|46.9776|-124.16718|0.0|Ocean Shores, WA, USA|2010-04-09T00:00:00|2018-05-01T00:00:00
UW|QOPE|47.04676|-122.90115|3.0|Olympia, WA, USA|2010-09-02T00:00:00|2013-06-24T00:00:00
UW|QSAL|45.51522|-122.49525|75.9|Portland, OR, USA|2012-03-09T00:00:00|2599-12-31T23:59:59
UW|QUIN|47.03351|-122.89655|39.6|Olympia, WA, USA|2010-09-22T00:00:00|2599-12-31T23:59:59
UW|QUIP|45.39502|-122.61141|24.9|Portland, OR, USA|2012-03-07T00:00:00|2599-12-31T23:59:59
UW|QWAK|45.5657|-122.64202|50.3|Portland, OR, USA|2011-12-16T00:00:00|2599-12-31T23:59:59
